Timestamp,DeviceID,SensorID,Speed,Pressure,Temperature,Latitude,Longitude,Wear,Status,Obs_Obj,Collision,Type
2025-05-01 15:30:00,TT350,SID008,15.1,1496.0,78.0,13.082839,80.28111,0.687,Inactive,Signal,No,Planned
2025-05-01 15:35:00,TT350,SID008,3.7,1620.0,162.0,13.091969,80.285536,0.453,Inactive,Person,No,Sudden
2025-05-01 15:40:00,TT350,SID008,4.1,1730.0,159.0,13.079963,80.292058,0.519,Inactive,Signal,No,Planned
2025-05-01 15:45:00,TT350,SID008,9.5,1646.0,137.0,13.088609,80.288812,0.858,Active,Signal,No,Planned
2025-05-01 15:50:00,TT125,SID014,11.4,1161.0,38.0,13.092516,80.288077,0.046,Active,Vehicle,No,Sudden
2025-05-01 15:55:00,TT350,SID008,9.0,1276.0,176.0,13.091597,80.296941,0.438,Inactive,Signal,No,Planned
2025-05-01 16:00:00,TT125,SID014,7.2,1544.0,72.0,13.093127,80.289859,0.563,Active,Vehicle,No,Sudden
2025-05-01 16:05:00,TT125,SID014,17.7,1379.0,113.0,13.080913,80.285879,0.682,Active,Person,No,Sudden
2025-05-01 16:10:00,TT350,SID008,14.3,1653.0,119.0,13.078744,80.281722,0.547,Inactive,Signal,No,Planned
2025-05-01 16:15:00,TT350,SID008,29.9,1359.0,130.0,13.092645,80.286879,0.582,Active,Person,No,Sudden
2025-05-01 16:20:00,TT125,SID014,19.6,1409.0,112.0,13.083767,80.290263,0.046,Inactive,Vehicle,No,Sudden
2025-05-01 16:25:00,TT350,SID008,37.8,1690.0,43.0,13.087545,80.297988,0.762,Active,Person,No,Sudden
2025-05-01 16:30:00,TT125,SID014,20.1,1201.0,56.0,13.085649,80.293428,0.364,Inactive,Signal,No,Planned
2025-05-01 16:35:00,TT125,SID014,22.8,1275.0,175.0,13.091815,80.284399,0.725,Inactive,Signal,No,Planned
2025-05-01 16:40:00,TT125,SID014,29.2,1420.0,168.0,13.077845,80.283965,0.476,Inactive,Signal,No,Planned
2025-05-01 16:45:00,TT125,SID014,0.3,1392.0,191.0,13.084847,80.292743,0.1,Inactive,Signal,No,Planned
2025-05-01 16:50:00,TT125,SID014,28.5,1447.0,101.0,13.07838,80.296599,0.136,Inactive,Person,No,Sudden
2025-05-01 16:55:00,TT125,SID014,19.7,1956.0,67.0,13.091728,80.296209,0.881,Inactive,Vehicle,No,Sudden
2025-05-01 17:00:00,TT350,SID008,29.4,1497.0,81.0,13.083539,80.289957,0.531,Active,Vehicle,No,Sudden
2025-05-01 17:05:00,TT350,SID008,26.6,1145.0,123.0,13.080522,80.288026,0.369,Inactive,Vehicle,No,Sudden
2025-05-01 17:10:00,TT350,SID008,11.8,1892.0,103.0,13.079563,80.285152,0.748,Active,Vehicle,No,Sudden
2025-05-01 17:15:00,TT125,SID014,29.0,1922.0,81.0,13.088875,80.290204,0.906,Inactive,Signal,No,Planned
2025-05-01 17:20:00,TT125,SID014,12.7,1298.0,186.0,13.077131,80.285285,0.257,Active,Vehicle,No,Sudden
2025-05-01 17:25:00,TT125,SID014,35.3,1336.0,101.0,13.091739,80.28566,0.036,Active,Person,No,Sudden
2025-05-01 17:30:00,TT125,SID014,32.8,1789.0,38.0,13.091224,80.284569,0.629,Active,Signal,No,Planned
2025-05-01 17:35:00,TT125,SID014,22.6,1231.0,120.0,13.080849,80.290979,0.337,Inactive,Vehicle,No,Sudden
2025-05-01 17:40:00,TT350,SID008,38.6,1996.0,36.0,13.088055,80.295037,0.705,Active,Signal,No,Planned
2025-05-01 17:45:00,TT125,SID014,7.3,1335.0,95.0,13.077684,80.282389,0.22,Inactive,Person,No,Sudden
2025-05-01 17:50:00,TT125,SID014,36.6,1032.0,187.0,13.081403,80.294901,0.927,Active,Signal,No,Planned
2025-05-01 17:55:00,TT350,SID008,15.2,1840.0,45.0,13.083138,80.296761,0.56,Active,Vehicle,No,Sudden
2025-05-01 18:00:00,TT125,SID014,25.6,1030.0,90.0,13.089892,80.297886,0.732,Inactive,Signal,No,Planned
2025-05-01 18:05:00,TT350,SID008,10.8,1855.0,83.0,13.087523,80.283474,0.902,Inactive,Person,No,Sudden
2025-05-01 18:10:00,TT350,SID008,26.4,1220.0,174.0,13.08959,80.29156,0.726,Active,Person,No,Sudden
2025-05-01 18:15:00,TT350,SID008,9.0,1527.0,31.0,13.086695,80.29014,0.776,Inactive,Person,No,Sudden
2025-05-01 18:20:00,TT350,SID008,6.3,1644.0,148.0,13.091517,80.288205,0.325,Inactive,Vehicle,No,Sudden
2025-05-01 18:25:00,TT350,SID008,3.3,1470.0,156.0,13.091186,80.29357,0.971,Active,Signal,No,Planned
2025-05-01 18:30:00,TT125,SID014,26.8,1677.0,63.0,13.076687,80.290786,0.61,Inactive,Vehicle,No,Sudden
2025-05-01 18:35:00,TT350,SID008,16.8,1477.0,43.0,13.07756,80.288408,0.994,Inactive,Person,No,Sudden
2025-05-01 18:40:00,TT125,SID014,6.0,1709.0,96.0,13.087692,80.284905,0.236,Inactive,Signal,No,Planned
2025-05-01 18:45:00,TT125,SID014,5.5,1853.0,152.0,13.085776,80.286104,0.159,Active,Person,No,Sudden
2025-05-01 18:50:00,TT125,SID014,6.6,1929.0,200.0,13.075417,80.28981,0.081,Active,Signal,No,Planned
2025-05-01 18:55:00,TT125,SID014,38.5,1340.0,105.0,13.082507,80.29833,0.82,Active,Vehicle,No,Sudden
2025-05-01 19:00:00,TT125,SID014,6.3,1298.0,200.0,13.091362,80.289079,0.948,Inactive,Signal,No,Planned
2025-05-01 19:05:00,TT125,SID014,6.8,1285.0,172.0,13.083871,80.286255,0.383,Active,Person,No,Sudden
2025-05-01 19:10:00,TT125,SID014,29.5,1689.0,117.0,13.080621,80.297973,0.829,Active,Person,No,Sudden
2025-05-01 19:15:00,TT350,SID008,38.3,1951.0,188.0,13.086588,80.298073,0.696,Active,Person,No,Sudden
2025-05-01 19:20:00,TT350,SID008,28.7,1857.0,122.0,13.081183,80.295073,0.868,Active,Person,No,Sudden
2025-05-01 19:25:00,TT125,SID014,6.7,1611.0,57.0,13.092757,80.287776,0.016,Active,Vehicle,No,Sudden
2025-05-01 19:30:00,TT350,SID008,35.1,1915.0,94.0,13.083232,80.292969,0.204,Active,Vehicle,No,Sudden
2025-05-01 19:35:00,TT350,SID008,29.7,1514.0,122.0,13.085039,80.294231,0.642,Active,Signal,No,Planned
2025-05-01 19:40:00,TT350,SID008,7.5,1761.0,185.0,13.086125,80.293684,0.976,Inactive,Person,No,Sudden
2025-05-01 19:45:00,TT125,SID014,34.8,1174.0,109.0,13.086013,80.283624,0.9,Active,Vehicle,No,Sudden
2025-05-01 19:50:00,TT125,SID014,19.8,1388.0,31.0,13.077667,80.293105,0.366,Active,Person,No,Sudden
2025-05-01 19:55:00,TT350,SID008,2.6,1095.0,33.0,13.084668,80.296234,0.725,Active,Signal,No,Planned
2025-05-01 20:00:00,TT125,SID014,10.3,1497.0,164.0,13.090388,80.289037,0.966,Active,Signal,No,Planned
2025-05-01 20:05:00,TT125,SID014,24.8,1665.0,154.0,13.089904,80.281729,0.589,Active,Signal,No,Planned
2025-05-01 20:10:00,TT125,SID014,9.1,1797.0,165.0,13.080193,80.297471,0.74,Inactive,Signal,No,Planned
2025-05-01 20:15:00,TT125,SID014,6.6,1787.0,38.0,13.09249,80.282369,0.543,Active,Signal,No,Planned
2025-05-01 20:20:00,TT125,SID014,22.9,1285.0,33.0,13.07897,80.282632,0.071,Active,Signal,No,Planned
2025-05-01 20:25:00,TT125,SID014,1.6,1381.0,39.0,13.090208,80.283599,0.282,Active,Vehicle,No,Sudden
2025-05-01 20:30:00,TT350,SID008,35.0,1545.0,186.0,13.077081,80.296855,0.215,Inactive,Signal,No,Planned
2025-05-01 20:35:00,TT350,SID008,37.3,1901.0,73.0,13.083773,80.297817,0.021,Inactive,Signal,No,Planned
2025-05-01 20:40:00,TT350,SID008,5.9,1282.0,145.0,13.08092,80.286143,0.057,Active,Vehicle,No,Sudden
2025-05-01 20:45:00,TT125,SID014,12.2,1414.0,136.0,13.092602,80.290768,0.104,Inactive,Person,No,Sudden
2025-05-01 20:50:00,TT350,SID008,14.2,1057.0,102.0,13.076709,80.291511,0.95,Active,Signal,No,Planned
2025-05-01 20:55:00,TT350,SID008,10.1,1732.0,31.0,13.081388,80.283587,0.727,Active,Vehicle,No,Sudden
2025-05-01 21:00:00,TT125,SID014,10.1,1719.0,88.0,13.082172,80.29066,0.756,Inactive,Person,No,Sudden
2025-05-01 21:05:00,TT350,SID008,18.3,1624.0,71.0,13.093019,80.286201,0.243,Inactive,Signal,No,Planned
2025-05-01 21:10:00,TT125,SID014,39.2,1061.0,74.0,13.084978,80.289178,0.821,Inactive,Signal,No,Planned
2025-05-01 21:15:00,TT350,SID008,25.9,1408.0,132.0,13.086658,80.282042,0.401,Active,Signal,No,Planned
2025-05-01 21:20:00,TT125,SID014,32.7,1769.0,77.0,13.087523,80.297569,0.097,Inactive,Signal,No,Planned
2025-05-01 21:25:00,TT350,SID008,29.0,1053.0,175.0,13.087911,80.281371,0.671,Active,Signal,No,Planned
2025-05-01 21:30:00,TT350,SID008,8.2,1925.0,149.0,13.079396,80.298193,0.655,Inactive,Vehicle,No,Sudden
2025-05-01 21:35:00,TT125,SID014,38.5,1731.0,120.0,13.091563,80.291905,0.671,Active,Signal,No,Planned
2025-05-01 21:40:00,TT125,SID014,10.3,1722.0,74.0,13.093135,80.29301,0.326,Active,Signal,No,Planned
2025-05-01 21:45:00,TT350,SID008,24.7,1788.0,97.0,13.086698,80.285079,0.49,Inactive,Vehicle,No,Sudden
2025-05-01 21:50:00,TT125,SID014,30.2,1986.0,188.0,13.087317,80.28396,0.237,Active,Person,No,Sudden
2025-05-01 21:55:00,TT125,SID014,32.4,1191.0,33.0,13.083177,80.28507,0.121,Active,Signal,No,Planned
2025-05-01 22:00:00,TT125,SID014,8.7,1989.0,39.0,13.087898,80.286396,0.119,Inactive,Person,No,Sudden
2025-05-01 22:05:00,TT350,SID008,2.5,1299.0,35.0,13.086595,80.288563,0.393,Inactive,Signal,No,Planned
2025-05-01 22:10:00,TT350,SID008,12.3,1764.0,148.0,13.09168,80.295643,0.519,Active,Person,No,Sudden
2025-05-01 22:15:00,TT350,SID008,37.0,1375.0,146.0,13.083676,80.298362,0.955,Active,Person,No,Sudden
2025-05-01 22:20:00,TT350,SID008,29.9,1634.0,127.0,13.075847,80.284763,0.3,Inactive,Person,No,Sudden
2025-05-01 22:25:00,TT350,SID008,9.0,1643.0,192.0,13.081382,80.289758,0.925,Inactive,Person,No,Sudden
2025-05-01 22:30:00,TT125,SID014,30.0,1568.0,51.0,13.081611,80.280917,0.735,Active,Vehicle,No,Sudden
2025-05-01 22:35:00,TT350,SID008,17.8,1806.0,146.0,13.092583,80.292886,0.364,Active,Person,No,Sudden
2025-05-01 22:40:00,TT350,SID008,12.2,1641.0,184.0,13.093117,80.28848,0.157,Active,Vehicle,No,Sudden
2025-05-01 22:45:00,TT125,SID014,6.7,1754.0,162.0,13.090362,80.294086,0.753,Inactive,Signal,No,Planned
2025-05-01 22:50:00,TT350,SID008,15.4,1337.0,177.0,13.078349,80.290311,0.229,Active,Signal,No,Planned
2025-05-01 22:55:00,TT125,SID014,18.5,1541.0,144.0,13.07838,80.284928,0.638,Active,Person,No,Sudden
2025-05-01 23:00:00,TT125,SID014,30.5,1941.0,141.0,13.084815,80.291256,0.798,Active,Signal,No,Planned
2025-05-01 23:05:00,TT125,SID014,25.8,1190.0,83.0,13.084021,80.295922,0.091,Active,Person,No,Sudden
2025-05-01 23:10:00,TT125,SID014,17.7,1625.0,60.0,13.092982,80.295783,0.348,Inactive,Vehicle,No,Sudden
2025-05-01 23:15:00,TT350,SID008,25.8,1554.0,80.0,13.083618,80.288256,0.952,Active,Signal,No,Planned
2025-05-01 23:20:00,TT125,SID014,17.1,1660.0,184.0,13.07842,80.297373,0.265,Inactive,Person,No,Sudden
2025-05-01 23:25:00,TT125,SID014,38.8,1168.0,94.0,13.090344,80.294874,0.01,Active,Person,No,Sudden
2025-05-01 23:30:00,TT350,SID008,2.6,1255.0,125.0,13.091172,80.284252,0.884,Inactive,Vehicle,No,Sudden
2025-05-01 23:35:00,TT125,SID014,1.5,1045.0,93.0,13.08337,80.297501,0.723,Active,Vehicle,No,Sudden
2025-05-01 23:40:00,TT350,SID008,9.7,1590.0,72.0,13.08151,80.290012,0.049,Active,Person,No,Sudden
2025-05-01 23:45:00,TT125,SID014,6.7,1918.0,57.0,13.086658,80.297306,0.202,Active,Person,No,Sudden
2025-05-01 23:50:00,TT125,SID014,19.7,1862.0,109.0,13.08812,80.291701,0.484,Active,Signal,No,Planned
2025-05-01 23:55:00,TT125,SID014,38.5,1992.0,153.0,13.077645,80.28188,0.824,Inactive,Person,No,Sudden
2025-05-02 00:00:00,TT125,SID014,8.5,1056.0,64.0,13.075513,80.298777,0.378,Active,Vehicle,No,Sudden
2025-05-02 00:05:00,TT350,SID008,6.5,1430.0,57.0,13.089241,80.281206,0.995,Inactive,Signal,No,Planned
2025-05-02 00:10:00,TT125,SID014,39.2,1508.0,156.0,13.081195,80.296366,0.921,Active,Signal,No,Planned
2025-05-02 00:15:00,TT125,SID014,6.1,1552.0,138.0,13.090093,80.281138,0.976,Active,Person,No,Sudden
2025-05-02 00:20:00,TT125,SID014,9.9,1022.0,87.0,13.086419,80.291423,0.994,Inactive,Person,No,Sudden
2025-05-02 00:25:00,TT350,SID008,32.5,1368.0,161.0,13.079392,80.290399,0.4,Active,Person,No,Sudden
2025-05-02 00:30:00,TT125,SID014,33.8,1319.0,114.0,13.080165,80.29259,0.092,Active,Signal,No,Planned
2025-05-02 00:35:00,TT350,SID008,22.8,1606.0,176.0,13.090917,80.29003,0.076,Inactive,Vehicle,No,Sudden
2025-05-02 00:40:00,TT125,SID014,14.5,1377.0,67.0,13.077851,80.292637,0.65,Active,Signal,No,Planned
2025-05-02 00:45:00,TT350,SID008,25.2,1974.0,128.0,13.093058,80.291404,0.277,Active,Signal,No,Planned
2025-05-02 00:50:00,TT350,SID008,32.9,1752.0,199.0,13.081205,80.288802,0.982,Active,Vehicle,No,Sudden
2025-05-02 00:55:00,TT125,SID014,9.4,1021.0,61.0,13.08274,80.288579,0.837,Inactive,Signal,No,Planned
2025-05-02 01:00:00,TT350,SID008,23.1,1315.0,128.0,13.089482,80.298729,0.035,Active,Person,No,Sudden
2025-05-02 01:05:00,TT125,SID014,19.0,1795.0,193.0,13.088686,80.290365,0.634,Active,Vehicle,No,Sudden
2025-05-02 01:10:00,TT350,SID008,8.9,1429.0,71.0,13.092996,80.281516,0.322,Active,Person,No,Sudden
2025-05-02 01:15:00,TT125,SID014,6.3,1565.0,121.0,13.089423,80.285865,0.454,Inactive,Person,No,Sudden
2025-05-02 01:20:00,TT125,SID014,25.3,1856.0,191.0,13.077811,80.289124,0.453,Inactive,Signal,No,Planned
2025-05-02 01:25:00,TT125,SID014,37.9,1918.0,117.0,13.07964,80.291627,0.926,Active,Vehicle,No,Sudden
2025-05-02 01:30:00,TT350,SID008,1.5,1738.0,67.0,13.083208,80.297764,0.264,Active,Signal,No,Planned
2025-05-02 01:35:00,TT350,SID008,30.0,1044.0,170.0,13.079206,80.285184,0.562,Inactive,Vehicle,No,Sudden
2025-05-02 01:40:00,TT125,SID014,3.8,1030.0,149.0,13.076662,80.288483,0.049,Active,Person,No,Sudden
2025-05-02 01:45:00,TT125,SID014,30.6,1171.0,149.0,13.090064,80.295892,0.654,Active,Person,No,Sudden
2025-05-02 01:50:00,TT350,SID008,35.2,1882.0,199.0,13.080243,80.29476,0.615,Inactive,Vehicle,No,Sudden
2025-05-02 01:55:00,TT125,SID014,35.6,1465.0,75.0,13.078773,80.298512,0.556,Inactive,Vehicle,No,Sudden
2025-05-02 02:00:00,TT350,SID008,16.9,1509.0,135.0,13.086037,80.289756,0.715,Inactive,Vehicle,No,Sudden
2025-05-02 02:05:00,TT350,SID008,36.3,1889.0,167.0,13.078636,80.297075,0.996,Inactive,Signal,No,Planned
2025-05-02 02:10:00,TT125,SID014,22.0,1655.0,39.0,13.091782,80.297862,0.981,Inactive,Vehicle,No,Sudden
2025-05-02 02:15:00,TT350,SID008,22.1,1180.0,183.0,13.085864,80.289279,0.674,Active,Vehicle,No,Sudden
